,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
134649,715341,tt1061025,The Daily Show,S12E89 Josh Rushing,2007,30,6.4,19
65253,176083,tt0667372,Otherworld,S01E02 The Zone Troopers Build Men,1985,48,7.2,33
123959,448354,tt1002008,The Riches,S01E12 Waiting for Dogot,2007,46,7.8,91
5813,10026,tt0423252,Der Staatsanwalt hat das Wort,S24E06 Alles umsonst,1988,74,5.8,6
11687,23595,tt0512409,The Andy Griffith Show,S03E03 Andy and the New Mayor,1962,26,7.5,313
102938,316100,tt0833676,Hellsing,S01E06 Order 06: Dead Zone,2001,23,7.8,233
92598,266972,tt0761297,South of Nowhere,S01E07 Under My Skin,2006,25,8.5,47
20756,46169,tt0535554,Callan,S03E06 Act of Kindness,1970,51,8.1,50
61179,162652,tt0653706,The Murdoch Mysteries,S01E03 Under the Dragon's Tail,2005,93,7.4,75
96470,286026,tt0787418,Taxi,S04E22 Cooking for Two,1982,24,8.1,145
101825,311115,tt0825649,Terrahawks,S02E07 Zero' Finest Hour,1984,23,7.2,20
82364,226504,tt0718510,Taxi,S03E01 Louie's Rival,1980,23,7.4,152
58061,154885,tt0645861,Megtأ¶rtأ©nt bأ¼nأ¼gyek,S02E02 Azon az أ©jszakأ،n,1976,54,7.8,5
106353,330726,tt0855164,Samurai Champloo,S01E08 Yuigadokuson,2004,23,7.8,565
99380,299132,tt0805378,As Time Goes By,S03E05 Moving In,1994,29,8.0,107
68931,188439,tt0680044,The Proud Family,S02E04 Poetic Justice,2002,22,8.7,53
67614,184568,tt0676095,Point Pleasant,S01E12 Mother's Day,2006,44,7.8,65
56226,150685,tt0641623,Mannix,S02E15 Only Giants Can Play,1969,60,7.8,111
53659,145303,tt0636214,Lost in Space,S02E07 The Android Machine,1966,50,7.1,208
125697,491115,tt10112494,Midnight Occult Civil Servants,S01E09 The Dream Demon of the Haunted Apartment Block,2019,23,6.9,13
116106,389788,tt0933681,The Tribe,S01E14 Episode #1.14,1999,26,8.1,26
83837,232480,tt0724669,The Ed Sullivan Show,S17E19 Meet The Beatles,1964,60,9.0,65
16598,35750,tt0525010,The Bill,S21E98 Reunited,2005,50,7.6,12
37688,95867,tt0586006,Gemini Man,S01E02 Minotaur,1976,60,6.4,18
75588,206001,tt0697735,Seinfeld,S04E14 The Movie,1993,23,8.1,3765
13324,28812,tt0517703,Babylon 5,S02E22 The Fall of Night,1995,44,9.1,835
16422,35481,tt0524741,The Bill,S19E27 Juggernaut,2003,50,8.3,38
101717,310483,tt0824792,Angyalbأ¶rben,S01E13 Tank You,1991,52,7.8,15
36908,93462,tt0583574,Friends,S02E06 The One with the Baby on the Bus,1995,22,8.4,5800
92659,267049,tt0761378,Survivor,S11E15 Survivor: Guatemala - The Maya Empire - The Reunion,2005,34,7.4,97
86446,248722,tt0741109,The Virginian,S07E19 The Ordeal,1969,75,7.5,44
45410,118667,tt0609183,I Dream of Jeannie,S01E12 Where'd You Go-Go?,1965,25,7.4,228
89793,256906,tt0749516,Wiseguy,S02E11 Stairway to Heaven,1989,48,7.9,23
125494,486111,tt1010129,Hikaru no Go,S01E58 Isshokugo,2002,23,7.3,21
89922,257343,tt0749960,Wolf Lake,S01E06 Four Feet Under,2002,41,7.3,42
19384,41946,tt0531276,Branded,S02E20 McCord's Way,1966,22,8.0,24
133644,688533,tt10551624,Capitani,"S01E04 Kee Schlof mأ©i fir d'Aen, kee Friden mأ©i fir d'Hierz",2019,24,6.9,175
110019,349281,tt0880421,Die Wicherts von nebenan,"S01E01 Berlin, Herzogstraأںe 36",1986,47,6.4,10
14474,30749,tt0519662,The Batman,S02E07 Meltdown,2005,20,7.7,188
124915,473716,tt1007457,The Match Game,S07E56 Lauren Bacall & Patrick O'Neal,1968,25,10.0,24
145932,987935,tt1119890,CatDog,S01E13 Safety Dog/Dog Come Home!,1998,24,6.5,62
93457,269850,tt0764483,Inspector Gadget,S01E30 The Japanese Connection,1983,23,6.9,77
101600,310094,tt0824093,The Red Green Show,S07E04 Adopt-A-Highway,1997,23,7.3,12
47766,124639,tt0615230,Jeremiah,S02E12 The Face in the Mirror,2003,45,7.5,44
30820,76580,tt0566365,The Drew Carey Show,S01E21 Drew Gets Motivated,1996,22,7.0,122
81277,222439,tt0714399,Tropical Heat,S01E05 Roll of the Dice,1991,50,7.3,25
91317,262771,tt0755447,c/o Segemyhr,S02E12 Matlagningskursen,1999,24,7.6,8
73048,199769,tt0691454,Run for Your Life,"S01E01 The Cold, Cold War of Paul Bryan",1965,60,7.4,21
25881,63999,tt0553597,Dalziel and Pascoe,"S10E05 Wrong Place, Wrong Time: Part 1",2006,60,7.8,120
15215,32997,tt0522157,Best of the West,S01E02 The Prisoner,1981,24,7.3,13
78822,216702,tt0708564,Star Trek: Deep Space Nine,S03E13 Life Support,1995,46,6.6,1906
92935,268348,tt0762794,Avonlea,S01E04 The Materializing of Duncan McTavish,1990,60,8.0,74
110726,353196,tt0885951,Lassie,S01E17 Runaways,1955,30,7.6,25
58821,157200,tt0648203,Mile High,S02E08 Episode #2.8,2004,47,7.4,8
133814,692636,tt10560272,Charitraheen,S01E10 Noroker Khobor 2,2018,21,6.1,19
127271,525833,tt1018995,Charm School,S01E03 Dirty Drawers Done Dirt Cheap,2007,44,6.4,14
111107,355934,tt0889722,Dragon Ball GT,S01E09 Shimatta!! Gokuu Tobikomu Wana no Hoshi!?,1996,24,6.4,342
72266,197143,tt0688810,Roseanne,S02E05 House of Grown-Ups,1989,22,7.6,288
132484,657946,tt10484228,New Japan Pro Wrestling,S05E23 Best of the Super Jr. 26 Final,2019,60,8.0,5
132653,661997,tt1049274,MythBusters,S05E11 Big Rig Myths,2007,46,7.6,131
44002,111855,tt0602346,Hogan's Heroes,S02E15 Information Please,1966,30,7.8,169
48018,126264,tt0616875,Jonathan Creek,S03E02 The Eyes of Tiresias,1999,50,7.6,346
120986,421714,tt0976673,Liberty's Kids,S01E13 The First Fourth of July,2002,24,8.7,27
12347,25593,tt0514423,Are You Afraid of the Dark?,S01E05 The Tale of the Hungry Hounds,1992,22,6.7,730
60043,159855,tt0650884,Monsters,S02E22 The Gift,1990,21,6.4,99
69514,189752,tt0681368,Queer as Folk,S05E13 We Will Survive!,2005,57,8.9,309
58522,156109,tt0647093,Miami Vice,S04E10 Love at First Sight,1988,47,7.5,308
115384,383038,tt0924600,Father Murphy,S02E12 The Rockets' Red Glare,1983,60,7.7,9
113628,374167,tt0913120,Pokأ©mon,S06E29 The Startling Yamirami!,2003,22,6.8,110
76777,209814,tt0701610,Siska,S04E05 Letzte Zuflucht,2001,58,7.0,8
101221,307713,tt0820456,WWE Raw,S14E24 Episode #14.24,2006,91,7.1,16
106620,331450,tt0856548,Dark Shadows,S01E677 Episode #1.677,1969,22,7.3,31
68338,185978,tt0677542,Power Rangers Zeo,S01E24 Bulk Fiction,1996,22,6.7,286
96508,286352,tt0787857,Hamburg Transit,S04E01 Der Beschأ¼tzer,1973,24,6.4,6
42027,107601,tt0598036,Hawaii Five-O,S08E05 Death's Name Is Sam,1975,51,6.8,72
51433,138834,tt0629657,Law & Order: Special Victims Unit,S06E14 Game,2005,42,7.6,873
147084,1012741,tt11254320,Guy's Grocery Games,S21E08 Cheat Day,2019,42,8.2,6
65467,176621,tt0667960,The Outer Limits,S03E10 The Awakening,1997,45,7.0,252
114062,376065,tt0915340,The Ghost & Mrs. Muir,S02E24 Wedding Day?????,1970,30,8.2,30
106714,332009,tt0857466,American Experience,S34E01 Riveted: The History of Jeans,2020,53,6.7,116
109542,346003,tt0876069,Third Watch,S03E01 In Their Own Words,2001,60,8.9,85
107887,337600,tt0864568,The Peppercorns,S01E11 Der rote Mantel,2000,26,7.3,10
66238,179462,tt0670825,Un paso adelante,S02E10 Mira quأ© lejos estأ، Caracas,2002,80,7.8,8
117906,401635,tt0949299,WCW Monday Nitro,S02E42 Viva Las Vegas,1997,120,7.1,18
47436,123809,tt0614380,The Jamie Foxx Show,S04E24 Roadtrip: Part 2,2000,22,7.2,16
112445,367153,tt0904595,Adventures of the Gummi Bears,S06E10 Queen of the Carpies,1990,23,7.5,53
145087,970631,tt11160492,Underground Marvels,S01E06 City of Naours,2019,44,7.8,8
8945,17713,tt0506355,The Adventures of Robin Hood,S01E14 The Betrothal,1955,25,7.1,59
102580,314507,tt0831192,The Minor Accomplishments of Jackie Woodman,S01E05 Turning Manure Into Soy,2006,25,9.4,12
89163,255912,tt0748521,The Wild Wild West,S01E02 The Night of the Deadly Bed,1965,60,7.3,312
139934,861810,tt10927576,Super Monsters,\N,2019,24,5.9,51
122598,432487,tt0991415,Aladdin,S01E15 Plunder the Sea,1994,21,7.0,68
16666,35828,tt0525088,The Bill,S11E29 Alone,1995,25,7.5,28
84735,240915,tt0733181,"Trapper John, M.D.",S06E08 Promises... Promises,1984,60,6.6,11
113287,372316,tt0911166,The Bill,S22E89 With Good Grace,2006,50,7.7,10
71271,194179,tt0685828,Rex the Runt,S02E11 The Art of Cooking,2005,10,6.6,10
70616,192529,tt0684161,Red Dwarf,S02E01 Kryten,1988,28,8.0,993
73102,200209,tt0691897,S.W.A.T.,S01E07 Death Score,1975,50,7.6,40
70661,192587,tt0684219,Red Shoe Diaries,"S04E02 Divorce, Divorce",1995,30,6.0,30
41963,107512,tt0597944,Have I Got News for You,S06E09 Episode #6.9,1993,30,4.8,9
62084,164829,tt0655914,N.Y.P.D.,S02E17 Candy Man: Part 1,1969,30,7.1,12
25768,63849,tt0553414,Dallas,S09E19 Shadow Games,1986,49,7.3,93
86252,248528,tt0740915,The Virginian,S02E04 A Killer in Town,1963,75,8.3,88
19468,42978,tt0532317,Bring 'Em Back Alive,S01E15 The Hostage,1983,60,6.1,10
40008,103056,tt0593264,Growing Pains,S03E08 Gone But Not Forgotten,1987,25,6.9,55
24101,57466,tt0546976,The Cosby Show,S02E04 Cliff in Love,1985,22,7.8,173
147125,1013812,tt11256372,Noturnos,S01E01 O Sol das Almas,2020,48,5.7,6
41593,106876,tt0597302,Hart to Hart,S02E02 What Murder?,1980,60,7.7,138
147913,1031682,tt11295200,Primal,S01E09 The Night Feeder,2020,20,8.1,962
90408,258596,tt0751235,The X-Files,S07E01 The Sixth Extinction,1999,44,7.8,3083
54996,147859,tt0638784,MacGyver,S05E11 The Madonna,1989,48,7.0,280
23355,54251,tt0543713,Code 3,S01E12 Oil Well Incident,1957,30,6.5,6
46633,122179,tt0612740,It Takes a Thief,S02E07 Hans Across the Border: Part 1,1968,60,7.2,45
85685,245401,tt0737759,The Untouchables,S04E20 Junk Man,1963,52,7.1,45
27498,68297,tt0557943,Dennis the Menace,S04E33 Hawaiian Love Song,1963,30,6.0,30
82421,226594,tt0718600,Teachers,S02E10 Episode #2.10,2002,46,7.2,29
101723,310495,tt0824806,Biography,\N,1998,50,7.3,117
59554,158828,tt0649843,Mister Ed,S04E26 Moko,1964,30,7.5,40
128198,547390,tt10237270,Central Park,S01E02 Skater's Circle,2020,30,7.0,293
1059,1735,tt0101840,Detective Extralarge,S01E05 Miami Killer,1991,93,5.6,242
64196,171976,tt0663209,Numb3rs,S02E02 Bettor or Worse,2005,60,7.2,303
44716,114148,tt0604642,The Honeymooners,S01E08 Pal O' Mine,1955,30,8.3,266
88516,254254,tt0746839,What's My Line?,S14E24 Anthony Perkins (2),1963,30,6.8,27
8042,16030,tt0504660,Absolutely Fabulous,S05E08 Cold Turkey,2003,35,8.2,235
17571,37292,tt0526595,Black Saddle,S02E12 Blood Money,1959,30,7.9,16
51070,138471,tt0629293,Law & Order,S16E13 Heart of Darkness,2006,60,7.6,235
67304,182834,tt0674210,Phil of the Future,S01E07 My Way,2004,22,7.8,29
66749,181923,tt0673296,Perry Mason,S01E29 The Case of the Hesitant Hostess,1958,52,8.0,362
147055,1011761,tt11251900,The Collapse,S01E06 La Maison de Retraite,2019,22,8.0,218
23273,54115,tt0543577,Coach,S07E08 My Fair Agent,1994,22,8.3,41
7832,15563,tt0504163,The A-Team,S02E21 Deadly Maneuvers,1984,49,7.7,344
15714,33759,tt0522920,"Beverly Hills, 90210",S06E06 Speechless,1995,45,7.5,131
35298,88746,tt0578801,The Felony Squad,S02E07 The Pat Hand of Death,1967,30,7.2,7
73116,200223,tt0691913,S.W.A.T.,S02E13 Terror Ship,1975,51,7.2,29
79100,216980,tt0708852,Star Trek: Voyager,S06E03 Barge of the Dead,1999,44,6.1,1739
21678,49774,tt0539177,Charlie's Angels,S03E01 Angels in Vegas,1978,104,7.3,243
126053,501172,tt1013437,Yakitate!! Japan,S01E16 Midori no kiseki!! Mahأ´tsukai Kazuma!,2005,24,8.7,7
139731,857180,tt10915638,60 Minutes,S51E48 Targeting Americans/A Radical Solution/The Ride of His Life,2019,43,7.2,7
60876,162331,tt0653377,Murder One,S01E19 Chapter Nineteen,1996,46,8.1,52
70651,192577,tt0684209,Red Shoe Diaries,S05E12 Art of Loneliness,1996,30,6.6,27
68822,188151,tt0679751,Profit,S01E06 Chinese Box,1997,45,8.5,73
100564,303694,tt0813119,The Tick,S01E13 The Tick vs. Arthur's Bank Account,1995,21,8.4,80
213,505,tt0066235,Bearcats!,S01E00 Powderkeg,1971,93,6.5,177
127883,541624,tt1022427,Monarchy with David Starkey,S02E02 Henry VIII: King and Emperor,2005,49,8.2,30
34428,87163,tt0577199,Family Matters,S04E23 Stormy Weather,1993,30,7.3,113
91405,262868,tt0755544,Thirtysomething,S01E11 Therapy,1988,48,8.9,85
125618,488539,tt10106992,Thera Para,S01E06 Shibu's App,2018,8,8.2,15
78565,216080,tt0707929,St. Elsewhere,S02E12 Hearing,1984,47,8.6,54
111250,356993,tt0890835,Super Friends,S08E02 The Wrath of Brainiac/Reflections in Crime,1984,21,6.1,44
9220,18278,tt0506931,Partners in Crime,S01E03 The House of Lurking Death,1983,53,7.2,118
21540,49323,tt0538726,Charles in Charge,"S04E04 Adam See, Adam Do",1989,23,8.6,62
123142,436155,tt0995778,Honey and Clover,S01E05 I Think of My Mother in My Hometown,2005,23,7.7,32
117051,396464,tt0942582,Kenny vs. Spenny,S02E02 Who Can Stay Naked the Longest?,2005,22,8.3,96
67449,183497,tt0674880,Pinky and the Brain,S04E02 Brainwashed: Part 2 - I Am Not a Hat,1998,30,8.5,97
129006,568292,tt10283274,The Late Show with Stephen Colbert,S04E142 Anne Hathaway/Ari Melber,2019,40,7.0,23
140263,866751,tt10939082,Dirty John,S02E05 Scream Therapy,2020,44,7.9,361
103895,319161,tt0837956,The Adventures of Super Mario Bros. 3,S01E06 Never Koop a Koopa,1990,11,6.8,36
22992,52913,tt0542361,Cleo,S02E03 Avsnitt 3,2002,29,6.1,8
100881,305416,tt0816136,The Daily Show,S11E75 Louis C.K.,2006,30,7.4,28
84173,237428,tt0729659,Top Gear,S01E01 The Legacy Begins,2002,45,7.1,361
133802,692484,tt1055990,Wainwright Walks,S01E04 Scafell Pike,2007,29,8.2,6
115578,384873,tt0927081,Die Wicherts von nebenan,S02E11 Ernste Lage,1988,47,6.2,9
15558,33603,tt0522763,"Beverly Hills, 90210",S05E15 Christmas Comes This Time Each Year,1994,43,6.9,139
139676,856038,tt1091292,The Big Bang Theory,S01E05 The Hamburger Postulate,2007,20,7.9,4779
52250,140699,tt0631547,The Lieutenant,S01E18 Interlude,1964,60,8.1,22
69237,189019,tt0680629,Punky Brewster,S02E11 The Gift,1985,25,8.3,40
119184,408852,tt0959412,My Name Is Earl,S02E17 The Birthday Party,2007,22,7.6,581
125367,483538,tt10095528,Spin the Wheel,S01E01 Konzelman Family,2019,43,6.8,20
88938,255247,tt0747843,Who's the Boss?,S02E10 The Prodigal Father-in-Law,1985,30,7.3,84
125067,477025,tt10081924,Dororo,S01E17 The story of questions and answers,2019,24,8.4,441
122440,431470,tt0989978,Criss Angel Mindfreak,S01E18 Up Close,2005,21,6.3,17
132522,659601,tt10487394,Pure Taboo,S03E49 Sex Addicts Anonymous,2019,62,5.8,5
99172,298168,tt0804028,Ghost in the Shell: Stand Alone Complex,S02E01 Reembody,2004,26,7.6,192
77880,214164,tt0705997,Space Academy,S01E14 Star Legend,1977,22,7.4,17
79829,218118,tt0710023,Step by Step,S06E08 Reality Bites,1997,30,6.8,59
78510,215611,tt0707459,Sports Night,S01E08 Thespis,1998,30,8.0,166
83085,228389,tt0720425,That's My Mama,S01E23 The Image Maker,1975,30,7.1,11
127639,534283,tt1020862,Lucy: The Daughter of the Devil,S01E08 The Special Fathers vs. The Vampire Alter Boys,2007,12,7.6,31
104945,323089,tt0843918,Dragon Ball,S01E97 Kesshأ´!! Hatashite budأ´ tenka'ichi wa!?,1988,24,7.7,318
56638,151409,tt0642350,Married... with Children,S02E01 Poppy's by the Tree: Part 1,1987,60,7.6,802
17699,37584,tt0526894,Bless This House,S02E04 Another Lost Weekend,1972,26,5.7,29
69733,190921,tt0682543,Ramar of the Jungle,S01E23 Savage Challenge,1953,30,5.3,10
27362,67771,tt0557411,Degrassi: The Next Generation,S04E12 Voices Carry: Part 2,2004,22,8.1,359
111684,360801,tt0895820,Het huis Anubis,S01E21 De 'echte' luistertoets,2006,12,6.7,11
145002,967940,tt1115473,McLeod's Daughters,S07E29 Seeing Is Believing,2007,43,7.9,39
14639,31167,tt0520299,BeastMaster,S03E14 The Choice,2002,43,7.0,21
17703,37588,tt0526898,Bless This House,S01E10 Charity Begins at Home,1971,25,6.0,27
22461,51171,tt0540592,China Beach,S03E06 Ghosts,1989,47,7.8,33
6110,10623,tt0454822,Der Ferienarzt,S02E03 ...auf Teneriffa,2005,89,3.8,20
66608,181637,tt0673009,Perfect Strangers,S02E03 The Unnatural,1986,25,7.8,93
134625,714617,tt10608802,2006 FIFA World Cup Germany,\N,2006,90,7.7,8
77953,214472,tt0706305,Space Rangers,S01E04 Death Before Dishonor,1993,47,5.9,19
10464,20717,tt0509490,All Saints,S01E03 Gut Feeling,1998,45,8.2,20
94530,275463,tt0771744,Foster's Home for Imaginary Friends,S02E11 Bye Bye Nerdy,2005,23,6.7,91
24756,61851,tt0551408,Curb Your Enthusiasm,S02E07 The Doll,2001,30,9.2,2879
16289,35335,tt0524595,Bill Bryson: Notes from a Small Island,S01E01 Episode #1.1,1999,25,6.4,9
100236,302541,tt0811674,Doctor Who,S19E22 Earthshock: Part Four,1982,24,8.6,597
30433,75599,tt0565373,"Dr. Quinn, Medicine Woman",S03E11 Ladies' Night: Part 1,1994,46,8.0,118
9086,17913,tt0506558,Adventures of Superman,S01E22 Czar of the Underworld,1953,30,7.6,162
104522,321275,tt0840839,Dallas,S07E15 Offshore Crude,1984,50,7.4,105
148359,1041802,tt11317868,Mortel,S01E02 Hot. Hot. Hot.,2019,45,8.0,57
69032,188547,tt0680152,Providence,S01E06 Tying the Not,1999,43,6.4,19
132123,650827,tt10467568,United Shades of America,S04E07 #Livingwhileblack,2019,42,8.2,20
79583,217626,tt0709520,Starsky and Hutch,S01E16 Losing Streak,1976,60,7.1,255
141148,885823,tt10980792,Jay Leno's Garage,S05E05 Innovations and Breakthroughs,2019,43,8.9,14
12545,25938,tt0514780,Armstrong Circle Theatre,S10E08 Ghost Bomber: The Lady Be Good,1960,60,6.0,8
85648,245246,tt0737574,Unsolved Mysteries,S09E10 Episode #9.10,1997,46,7.0,13
142530,915367,tt11041890,Tinka og kongespillet,S01E05 Troldenes krypt,2019,24,6.5,11
82690,227522,tt0719533,Tenspeed and Brown Shoe,S01E11 This One's Gonna Kill Ya,1980,60,7.6,16
125868,497514,tt10125910,After Life,S02E01 Episode #2.1,2020,27,7.8,2788
66347,181001,tt0672371,Peak Practice,S02E03 Love Thy Neighbour,1994,50,8.3,13
68559,186289,tt0677856,The Practice,S02E08 The Means,1997,45,6.7,130
17037,36281,tt0525541,The Bill,S13E33 Only the Lonely,1997,25,7.4,30
126762,516477,tt1016925,The Many Loves of Dobie Gillis,S02E09 Drag Strip Dobie,1960,26,7.5,27
803,1383,tt0091708,Outlaws,S01E01 Outlaws,1986,97,7.7,92
33614,85680,tt0575705,The Fairly OddParents,S01E02 Spaced Out/Transparents!,2001,24,7.7,271
135026,729789,tt1064140,In the Line of Fire,"S01E05 Cأ©zأ،r, ha valami fأ،j",2007,50,8.2,7
115597,385012,tt0927282,Empires: Egypt's Golden Empire,S01E01 The Warrior Pharaohs,2001,108,7.5,23
36092,91860,tt0581959,Four Star Playhouse,S04E34 Watch the Sunset,1956,30,7.7,15
140983,883050,tt1097501,Round the Twist,S04E01 Welcome Back,2001,24,7.9,20
37197,93986,tt0584102,Full House,S08E11 Arrest Ye Merry Gentlemen,1994,23,7.1,252
100621,304165,tt0813744,Speed Racer,S01E47 Car with a Brain,1968,23,6.2,38
58555,156142,tt0647126,Miami Vice,S05E14 The Lost Madonna,1989,47,7.2,324
78848,216728,tt0708590,Star Trek: Deep Space Nine,S04E13 Return to Grace,1996,46,7.7,1933
132752,664951,tt1049886,Toxic Crusaders,S01E06 A Site for Sore Eyes,1991,23,7.0,16
55862,149711,tt0640643,Man About the House,S06E05 Mum Always Liked You Best,1976,23,6.4,32
98805,297440,tt0803234,The Adventures of Super Mario Bros. 3,S01E22 7 Continents for 7 Koopas,1990,23,7.4,34
129293,578668,tt10306068,Les riviأ¨res pourpres,S02E04 Furta Sacra: Partie 2,2020,47,6.9,89
132367,656256,tt1048042,The Daily Show,S12E79 Allan Brandt,2007,30,7.1,25
58078,154943,tt0645919,Master Eder and His Pumuckl,S02E15 Der blutige Daumen,1989,22,7.3,28
34220,86883,tt0576918,Family Guy,S04E15 Brian Goes Back to College,2005,22,7.7,1760
143238,931660,tt11075934,Star Trek: Short Treks,S02E03 Ask Not,2019,8,7.2,579
76486,209296,tt0701087,The Simpsons,S05E15 Deep Space Homer,1994,30,8.8,4169
85392,242968,tt0735264,Two's Company,S02E07 The Cleaning Ladies,1977,24,7.2,9
113674,374384,tt0913451,3 lbs.,S01E07 The Cutting Edge,2006,41,8.6,7
98720,296354,tt0801902,Degrassi High,S04E10 Sixteen: Part 2,1990,27,7.9,71
81033,221878,tt0713833,Survivor,S12E08 An Emerging Plan,2006,43,7.5,101
123641,441583,tt1000581,The Tribe,S03E33 Episode #3.33,2001,25,7.6,17
51426,138827,tt0629650,Law & Order: Special Victims Unit,S01E15 Entitled,2000,60,7.8,1045
84221,237483,tt0729714,Top Gear,S06E08 Testing Convertibles in Iceland,2005,59,7.8,218
136874,777864,tt1074396,Pokأ©mon,S10E04 Pochama vs. Subomie! Hikari's First Battle!!,2006,22,7.6,105
75779,206904,tt0698650,Sex and the City,"S04E08 My Motherboard, My Self",2001,30,8.0,734
145846,986312,tt11195204,Balthazar,S02E02 Derniأ¨re demeure,2019,53,7.7,69
79362,217254,tt0709142,Stargate SG-1,S01E20 Politics,1998,44,6.0,1411
56946,151928,tt0642870,The Mary Tyler Moore Show,"S07E07 My Son, the Genius",1976,26,7.3,128
41134,105413,tt0595826,Hangin' with Mr. Cooper,S03E03 Between Friends,1994,22,6.8,18
99815,301093,tt0809024,The Real Ghostbusters,S02E25 Lost and Foundry,1987,21,7.5,89
35039,88354,tt0578407,Father Dowling Mysteries,S03E12 The Substitute Sister Mystery,1991,48,7.8,45
121753,426069,tt0982463,Popeye the Sailor,S01E13 Irate Pirate,1960,6,7.2,61
143605,939266,tt11092322,Antiques Road Trip,S19E18 Episode #19.18,2019,44,6.8,6
94046,273173,tt0769045,Daria,S01E10 The Big House,1997,22,7.8,264
59646,159090,tt0650106,Mod Squad,S05E01 The Connection,1972,120,7.5,47
33854,86074,tt0576099,The Fall Guy,S05E04 A Fistful of Lire,1985,60,7.5,42
24020,56613,tt0546114,Corner Gas,S02E18 Harvest Dance,2005,22,8.1,133
52564,141289,tt0632144,Life with Bonnie,S02E02 Pontiac Bonnie-Ville,2003,20,7.6,93
36802,93356,tt0583465,Friends,S02E20 The One Where Old Yeller Dies,1996,22,8.0,5031
62179,165172,tt0656261,NYPD Blue,S03E06 Curt Russell,1995,46,7.6,151
111444,358671,tt0893616,3 lbs.,S01E05 The God Spot,2006,41,7.5,12
