,Unnamed: 0,id,TVShow,Episode,year,minutes,averageRating,numVotes
2248,3474,tt0199699,Ruth Rendell Mysteries,S11E08 The Lake of Darkness: Part 1,1999,52,6.8,80
94783,276763,tt0773887,Hogan Knows Best,S01E07 Hulk's Hobbies,2005,22,5.9,14
46613,122159,tt0612720,It Takes a Thief,S02E24 38-23-36,1969,60,7.7,43
136412,765006,tt1071689,Ranma آ½,S01E18 Ore wa otokoda! Ranma chuugoku ni kaeru?,1989,24,6.4,69
8684,17279,tt0505917,The Adventures of Jim Bowie,S01E21 Master at Arms,1957,30,7.2,11
100455,302925,tt0812085,Stargate SG-1,S10E14 The Shroud,2007,44,8.6,1051
60105,160015,tt0651047,Moonlighting,"S02E01 Brother, Can You Spare a Blonde?",1985,60,7.6,276
62729,166208,tt0657300,The Nanny,S03E26 Ship of Fran's,1996,30,7.7,296
30983,77063,tt0566875,The Duchess of Duke Street,S02E05 The Passing Show,1977,51,8.1,25
6576,11589,tt0498697,Les mercredis de l'histoire,\N,2006,52,6.8,8
18159,39013,tt0528329,The Bob Newhart Show,S03E19 A Pound of Flesh,1975,26,7.5,100
52806,142222,tt0633100,Little House on the Prairie,S09E19 The Last Summer,1983,60,7.8,251
35005,88320,tt0578372,Father Dowling Mysteries,S02E07 The Blind Man's Bluff Mystery,1990,46,7.3,48
120850,421098,tt0975812,One Piece,S01E62 Saisho no Toride? Kyodai Kujira Laboon Arawaru,2001,25,7.6,863
120915,421347,tt0976296,Burst Angel,S01E02 The Heartless Gunfighter,2004,24,7.2,12
57090,153005,tt0643957,Matlock,S06E21 The Assassination: Part 2,1992,50,7.6,97
52148,140251,tt0631084,Der letzte Zeuge,S02E02 Denn die Rache ist mein,1999,46,6.5,15
119011,407625,tt0957732,Heimat: A Chronicle of Germany,S01E03 Weihnacht wie noch nie - 1935,1984,58,7.5,148
98888,297559,tt0803354,Good Eats,S03E08 The Case for Butter,2001,21,8.7,19
8703,17298,tt0505936,The Adventures of Jim Bowie,S02E36 The Cave,1958,30,5.9,11
81800,225096,tt0717093,Tales of Tomorrow,S01E19 What You Need,1952,23,7.2,102
71666,195342,tt0686995,Rising Damp,S02E07 Things That Go Bump in the Night,1975,25,8.6,96
50279,133939,tt0624720,Laramie,S01E20 Death Wind,1960,60,7.9,85
133893,696860,tt10569516,Sorry for Your Loss,S02E10 I'm Still Here,2019,28,7.4,70
7243,14125,tt0502707,3rd Rock from the Sun,S02E14 Romeo & Juliet & Dick,1997,22,7.6,350
98539,295636,tt0801079,Stripperella,"S01E09 Eruption Junction, What's Your Function?",2004,23,6.0,33
68654,187612,tt0679183,The Prisoner,S01E06 Many Happy Returns,1967,50,8.6,873
87662,251881,tt0744291,Water Rats,S01E03 Ghost Ship,1996,43,7.3,16
113111,371549,tt0910101,EastEnders,S01E2222 Episode #1.2222,2001,28,3.2,15
108851,342789,tt0871721,My Wife and Kids,S03E15 Blackout,2003,21,7.4,117
144970,966438,tt11151790,The Haunting of Bly Manor,"S01E03 The Two Faces, Part One",2020,56,7.4,4164
45234,118044,tt0608554,Hunter,S02E22 The Return of Typhoon Thompson,1986,60,7.5,93
16763,35952,tt0525212,The Bill,S17E63 Crush,2001,50,7.9,39
67706,184767,tt0676319,Police Story,S01E10 Line of Fire,1973,60,7.7,37
14002,30181,tt0519092,Barney Miller,S01E06 Stakeout,1975,30,7.6,167
6582,11600,tt0498896,Biography,S09E36 Barbara Stanwyck: Straight Down the Line,1997,58,8.1,150
113676,374399,tt0913468,The Bing Crosby Show,S01E22 Operation Man Save,1965,30,8.9,10
26857,66972,tt0556609,Death Valley Days,S09E08 Extra Guns,1960,30,8.8,25
141577,894607,tt1099869,Young Dracula,S01E08 Blood Relations,2006,29,7.8,17
119908,413574,tt0966181,The Danny Thomas Show,S01E20 Burlesque,1954,30,8.0,7
60605,162034,tt0653078,The Munsters,"S01E18 If a Martian Answers, Hang Up",1965,30,7.6,218
19794,44052,tt0533405,Buffy the Vampire Slayer,S05E12 Checkpoint,2001,60,8.3,2885
114703,379785,tt0919452,Fate/stay night,S01E12 Sora o saku,2006,23,7.5,89
35000,88315,tt0578366,"Father, Dear Father",S02E04 Thinner Than Water,1969,25,7.3,9
78442,215480,tt0707327,MI-5,S04E09 The Sting,2005,59,8.0,207
57,107,tt0055281,The Edgar Wallace Mystery Theatre,S01E07 Partners in Crime,1961,54,6.4,86
116715,393843,tt0939180,EastEnders,S01E781 Episode #1.781,1992,28,5.4,7
120099,415178,tt0968019,Akagi,S01E01 Yami ni maiorita tensai,2005,23,7.5,23
10762,21163,tt0509937,All in the Family,S05E17 The Jeffersons Move on Up,1975,25,7.8,171
50397,134058,tt0624841,Laredo,S02E21 Hey Diddle Diddle,1967,60,6.6,18
8486,16930,tt0505566,Adventure Inc.,S01E21 Point of No Return,2003,43,9.1,16
60224,160200,tt0651234,Mork & Mindy,S01E24 Mork's Best Friend,1979,30,7.3,124
37000,93621,tt0583733,Frontier Circus,S01E06 Karina,1961,60,7.1,14
22602,51671,tt0541102,ChuckleVision,S06E07 Men in White Coats,1994,20,7.2,6
97105,289053,tt0791765,Big Brother,S06E14 Episode #6.14,2005,42,7.5,32
44523,113879,tt0604373,Homicide: Life on the Street,S04E17 Full Moon,1996,47,8.4,159
92138,265950,tt0760131,Danger Mouse,S03E05 Trip to America,1982,11,7.1,25
137656,795142,tt10782342,Lucifer,S05E02 Lucifer! Lucifer! Lucifer!,2020,56,8.4,4196
15794,33839,tt0523000,"Beverly Hills, 90210",S04E14 Windstruck,1993,45,6.5,149
141326,889671,tt10988940,Stalked,S02E05 Happily Ever After?,2019,15,9.7,10
93731,271529,tt0767091,McLeod's Daughters,S06E02 Truth Hurts,2006,44,8.1,42
47224,123262,tt0613827,Jack of All Trades,S01E04 Once You Go Jack...,2000,22,7.1,72
42655,108714,tt0599160,Hearts Afire,S03E05 Birth of a Donation,1994,24,8.5,10
23791,55141,tt0544609,Combat!,S01E28 The Sniper,1963,60,8.4,100
51525,138926,tt0629749,Law & Order: Special Victims Unit,S05E01 Tragedy,2003,41,8.0,735
72198,197075,tt0688742,Roseanne,"S08E14 Becky Howser, M.D.",1996,22,7.0,200
82197,225919,tt0717923,Target: The Corruptors!,S01E16 One for the Road,1962,60,7.1,9
26688,66645,tt0556281,Deadwood,S03E04 Full Faith and Credit,2006,51,8.1,1346
63522,168825,tt0659975,Newhart,S07E22 Malling in Love Again,1989,30,7.8,67
141748,899725,tt1100954,Outnumbered,S01E04 The Quiet Night In,2007,29,7.8,150
38046,97258,tt0587418,Get Christie Love!,S01E10 Bullet from the Grave,1974,60,7.0,18
68123,185763,tt0677327,Power Rangers Lost Galaxy,S01E01 Quasar Quest: Part 1,1999,21,7.8,246
37647,95725,tt0585863,Gargoyles: The Goliath Chronicles,S03E10 For It May Come True,1996,22,7.2,69
17327,36766,tt0526030,Biography,S08E29 Annette Funicello,1996,60,6.2,101
121385,423729,tt0979573,Lassie,S05E27 The Puppy Story,1959,30,6.2,15
31261,77583,tt0567404,Dynasty,S04E11 Carousel,1983,48,7.1,66
76561,209371,tt0701162,The Simpsons,S06E02 Lisa's Rival,1994,30,8.1,3106
141752,899745,tt1100958,Outrageous Fortune,S03E08 Oh Horrible! Most Horrible!,2007,44,8.2,18
133788,691866,tt10558644,The Pleasure Principle,S01E07 Odcinek 7,2019,55,6.6,38
68279,185919,tt0677483,Power Rangers Turbo,S01E30 The Robot Ranger,1997,22,6.9,269
88643,254638,tt0747224,Where the Heart Is,S07E09 Archangel,2003,72,7.6,6
124561,465548,tt10057064,DC Super Hero Girls: Super Shorts,S01E11 #GoFish,2019,3,5.9,13
100533,303426,tt0812828,New Tricks,S03E04 Diamond Geezers,2006,57,8.2,258
23512,54501,tt0543964,Cold Case,S01E16 Volunteers,2004,44,7.7,475
115420,383470,tt0925049,Wild Indonesia,S01E01 Where Worlds Collide,1999,49,7.6,7
42645,108640,tt0599084,Heartbreak High,S02E11 Episode #2.11,1995,45,7.1,10
95563,280966,tt0780245,George Lopez,S05E19 George Gets Cross Over Freddie,2006,21,8.3,100
135673,744783,tt1067405,Jazz,S01E08 Risk: 1945-1955,2001,123,8.0,85
16511,35663,tt0524923,The Bill,S21E11 Of No Fault,2005,50,7.5,16
63809,169513,tt0660671,Night Court,S08E21 Mac Takes a Vocation,1991,24,7.4,89
48837,129166,tt0619806,Kim Possible,S03E09 Rappin' Drakken,2005,21,8.1,151
111219,356840,tt0890667,Super Friends,S09E07 The Death of Superman,1985,20,7.0,72
85759,245475,tt0737833,The Untouchables,S02E29 The Seventh Vote,1961,52,8.1,69
4658,7952,tt0386068,Tatort,S01E543 3 x schwarzer Kater,2003,85,6.8,248
104491,321093,tt0840617,Mama's Family,S05E24 Dependence Day,1989,21,8.2,61
65211,175403,tt0666686,Open All Hours,S03E04 How to Ignite Your Errand Boy,1982,30,7.7,82
61345,163370,tt0654429,My Family,S04E11 Canary Cage,2003,28,7.6,93
82712,227837,tt0719855,The Texan,S01E13 A Time of the Year,1958,30,7.6,23
146100,990429,tt11204392,Elephants Up Close,S01E02 Ungewأ¶hnliche Nachbarn,2018,44,7.0,5
60259,160262,tt0651296,Mortal Kombat: Conquest,S01E03 Cold Reality,1998,45,7.2,192
133953,698361,tt10572516,Space Force,S01E04 Lunar Habitat,2020,31,6.9,2191
146938,1009716,tt11247694,The Daily Show,S25E28 Lena Waithe,2019,30,5.7,25
36883,93437,tt0583549,Friends,S09E19 The One with Rachel's Dream,2003,22,7.9,4028
132931,671582,tt10514008,Yellowstone,S03E01 You're the Indian Now,2020,40,8.0,2223
89724,256837,tt0749447,The Wire,S01E10 The Cost,2002,56,9.2,5832
91915,264967,tt0758554,Liebling Kreuzberg,S02E04 Der Besuch,1988,44,7.7,9
146304,994723,tt11214154,Gold Rush,S10E05 We're Gonna Need a Bigger Bucket,2019,41,7.6,40
19187,41643,tt0530969,Boy Meets World,S05E16 Torn between Two Lovers (Feeling Like a Fool),1998,22,8.2,255
70232,191727,tt0683353,ReGenesis,S01E06 The Trials,2004,48,7.8,84
128441,554491,tt1025245,Sailor Moon,S05E27 Ubawareta ginzuishou! Kakyuu princess Shutsugen,1996,24,8.2,48
86997,250795,tt0743200,Wagon Train,S03E06 The Martha Barham Story,1959,60,7.6,75
60351,160469,tt0651505,The Mothers-In-Law,S01E10 I Thought He'd Never Leave,1967,30,7.2,29
59621,159043,tt0650059,Mod Squad,"S01E24 Captain Greer, Call Surgery",1969,60,7.7,35
23957,55660,tt0545137,The Commish,S02E09 The Witness,1992,47,8.2,79
144395,955215,tt11127500,Cautious Hero: The Hero Is Overpowered but Overly Cautious,S01E04 I So Don't Need Any Allies,2019,24,7.7,102
38704,99525,tt0589698,The Gold Robbers,S01E01 The Great Bullion Robbery,1969,50,8.3,13
11922,24012,tt0512831,Angel,S02E12 Blood Money,2001,42,7.2,1821
101274,308168,tt0821239,Drop Dead Gorgeous,S01E01 Episode #1.1,2006,55,8.1,7
51185,138586,tt0629409,Law & Order,S09E06 Scrambled,1998,60,7.6,283
129404,581848,tt10312878,Killer Ratings,S01E02 The Investigation,2019,54,7.6,86
44647,114068,tt0604562,"Honey, I Shrunk the Kids: The TV Show","S01E18 From Honey, with Love",1998,43,6.1,17
26960,67075,tt0556712,Death Valley Days,S07E11 Quong Kee,1957,26,8.4,13
85963,246666,tt0739043,Vampire High,S01E03 In Your Dreams,2001,23,6.4,8
145985,988236,tt1119969,The Daily Show,S12E133 Jake Gyllenhaal,2007,30,6.6,20
73217,201331,tt0693025,Sabrina the Teenage Witch,S03E08 And the Sabrina Goes to...,1998,30,6.9,226
30790,76310,tt0566094,Drawn Together,S01E02 Clara's Dirty Little Secret,2004,22,7.3,230
140105,864881,tt10934624,Love Me,S01E02 Det أ¤r sأ¥ mycket kأ¤nslor nu/A lot of emotions going on/Niin paljon tunteita,2019,38,7.4,73
22400,50798,tt0540213,Chicago Hope,S05E15 Big Hand for the Little Lady,1999,60,7.5,76
11719,23627,tt0512441,The Andy Griffith Show,S07E19 Barney Comes to Mayberry,1967,30,7.7,214
142557,916133,tt11043392,Rapunzel's Tangled Adventure,S03E09 Be Very Afraid,2019,22,8.9,71
84501,240467,tt0732732,Trackdown,S02E12 Sunday's Child,1958,30,7.5,24
77030,210293,tt0702108,The Six Million Dollar Man,S01E10 The Last of the Fourth of Julys,1974,48,7.2,160
52815,142231,tt0633109,Little House on the Prairie,S05E04 The Man Inside,1978,49,8.0,295
78631,216247,tt0708098,Stage 7,S01E11 Young Girl in an Apple Tree,1955,30,8.0,8
57188,153115,tt0644074,Matlock,S03E13 The Psychic,1989,50,7.3,109
123843,444646,tt1001234,So You Think You Can Dance,S02E06 Top 20,2006,120,7.8,24
98665,296175,tt0801680,My Hero,S05E09 Big Bother,2005,30,6.7,23
139141,840679,tt10880972,The '60s,S01E02 Part II,1999,86,7.2,7
54230,146213,tt0637131,"Love, American Style",S04E22 Love and the Mind Reader/Love and Mr. & Mrs./Love and the Soap Opera,1973,60,6.3,16
148050,1034526,tt11301742,"I'm a Celebrity, Get Me Out of Here!",S19E10 Ark of Agony,2019,60,6.7,22
21766,49909,tt0539318,Charmed,S04E10 A Paige from the Past,2002,42,8.2,734
49580,131373,tt0622132,Kraft Suspense Theatre,S01E19 A Cause of Anger,1964,60,6.3,42
48579,128202,tt0618826,Kath & Kim,S03E04 Kicking up a Stink,2004,25,8.0,63
6100,10609,tt0453547,Half Hour Story,S01E01 Shelter,1967,27,6.9,36
82270,226038,tt0718043,Tarzأ،n,S02E13 Tarzan and the Fugitive's Revenge,1992,23,6.8,9
54052,145828,tt0636741,The Love Boat,S04E02 The Family Plan/The Promoter/May the Best Man Win/Forever Engaged/The Judges: Part 1,1980,60,7.7,113
40009,103057,tt0593265,Growing Pains,S03E26 Graduation Day,1988,25,7.5,53
103497,318351,tt0836982,Our Miss Brooks,S04E09 Mad Man Munsey,1955,30,8.1,17
76359,209025,tt0700808,Silver Surfer,S01E05 Learning Curve: Part 1,1998,20,7.3,140
132149,650970,tt10467890,The Kapil Sharma Show,"S02E48 Dutee Chand, Sandeep Singh & Bhaichung Bhutia",2019,77,5.8,14
73182,200918,tt0692611,Leipzig Homicide,S02E01 Der Lockvogel,2002,43,8.0,8
57474,153566,tt0644531,Maverick,S05E04 Three Queens Full,1961,60,8.6,78
93102,268720,tt0763176,Holby City,S08E20 We Gave Her All Our Love,2006,60,8.8,10
28719,70303,tt0559969,Diff'rent Strokes,S03E16 Drummond's Fair Lady,1981,25,6.9,69
97742,291440,tt0794822,The Jeff Foxworthy Show,S02E17 Gone Fishin',1997,22,8.2,10
20506,45519,tt0534892,CSI: NY,S02E06 YoungBlood,2005,43,7.0,325
121573,424932,tt0981135,Full Metal Panic!,S03E10 Futatsu no honkon,2005,24,7.2,27
15579,33624,tt0522785,"Beverly Hills, 90210","S09E04 Don't Ask, Don't Tell",1998,44,6.2,102
94599,275876,tt0772328,Avatar: The Last Airbender,S01E02 The Avatar Returns,2005,25,8.1,5116
128060,545634,tt10233230,La Unidad,S01E04 Episode #1.4,2020,56,7.4,77
89750,256863,tt0749473,Wiseguy,S02E13 Dead Dog Lives,1989,48,7.9,47
25840,63921,tt0553486,Dallas,S08E24 The Verdict,1985,60,7.3,103
105124,323999,tt0845580,The Bill,S22E57 A Different Type of Threat: Part 1,2006,50,8.0,10
133781,691747,tt10558310,T.O.T.S.,S01E09 Back to Cool/Baby Breakdown,2019,22,6.4,9
73263,201377,tt0693072,Sabrina the Teenage Witch,S01E13 Jenny's Non-Dream,1997,30,7.4,344
148358,1041656,tt11317582,Good Trouble,S02E18 Trap Heals,2020,41,8.5,145
133794,691984,tt10558918,The Purge,S02E05 House of Mirrors,2019,41,7.5,530
119627,411609,tt0963215,Beck,S03E05 Den japanska shungamأ¥lningen,2007,90,5.8,1298
39157,100725,tt0590905,Good Times,S01E12 The Check Up,1974,26,7.6,87
66472,181221,tt0672593,Pensacola: Wings of Gold,S02E18 Sortie,1999,43,9.0,27
37899,96964,tt0587116,The George Burns and Gracie Allen Show,S06E39 Mrs. Sohmers Needs a Psychologist,1956,30,9.1,34
27530,68329,tt0557975,Dennis the Menace,S03E35 The Bully,1962,30,7.1,30
126180,503555,tt1014035,This American Life,S01E05 Growth Spurt,2007,28,7.2,19
138874,835334,tt10869982,MasterChef Australia,S09E63 Grand Finale,2017,72,6.2,6
144839,962682,tt1114396,The Fairly OddParents,S06E09 Wishy Washy/Poof's Playdate,2008,25,5.9,89
72774,199144,tt0690814,Rowan & Martin's Laugh-In,S04E02 Don Rickles Strikes Back,1970,52,7.0,34
18901,41202,tt0530522,Boston Legal,S01E10 Hired Guns,2004,60,8.7,456
54737,147442,tt0638365,M*A*S*H,S07E06 None Like It Hot,1978,24,8.0,469
72308,197185,tt0688852,Roseanne,S08E15 Out of the Past,1996,22,6.8,192
45866,120106,tt0610647,In the Heat of the Night,S03E03 Murder Most Ancient,1989,47,8.2,64
22285,50545,tt0539955,Chelmsford 123,S02E04 Odi et Amo,1990,24,8.1,13
116831,394566,tt0940217,Detective Conan,S03E18 The Triplet's Country Home Murder Case,1997,25,7.5,108
143005,926467,tt11064960,For Sarah,S01E04 أ‰pisode 4,2019,58,6.8,5
84876,241768,tt0734048,Reservoir Chronicle: Tsubasa,S01E01 The Inevitable Encounter,2005,26,7.9,25
135211,734977,tt1065277,Ranczo,S01E08 Kozy ofiarne,2006,49,8.0,9
93665,270765,tt0766293,Metsolat,S01E19 Avajaiset,1993,48,7.7,25
121457,424236,tt0980213,Wolf's Rain,"S01E18 Hito, ookami, tsuki no sho",2003,23,5.0,55
53241,144378,tt0635285,London's Burning,S11E09 Episode #11.9,1999,50,6.9,12
25173,63140,tt0552701,The Daily Show,S07E56 Candy Crowley,2002,30,5.6,18
62066,164486,tt0655570,MythQuest,S01E12 The Blessing,2001,49,6.7,8
30699,76123,tt0565899,Dragnet,S04E18 The Big Rod,1954,30,7.9,68
66813,181987,tt0673360,Perry Mason,S05E09 The Case of the Posthumous Painter,1961,60,8.4,267
37629,95707,tt0585845,Gargoyles: The Goliath Chronicles,S02E19 The Cage,1995,22,7.2,174
50630,134765,tt0625549,Lassie,S01E10 Lassie's Pups,1954,30,7.8,34
90797,259408,tt0752050,"You Rang, M'Lord?",S02E03 Money Talks,1990,48,8.6,61
79938,218413,tt0710319,Still Game,S02E04 Brief,2003,27,8.2,174
7550,15006,tt0503602,7th Heaven,S07E20 Dick,2003,45,6.5,66
66117,178940,tt0670303,Party of Five,S04E03 Handicaps,1997,44,8.1,63
53099,143419,tt0634323,The Lloyd Bridges Show,"S01E32 Without Wheat, There Is No Bread",1963,30,8.5,7
80339,220378,tt0712304,Studio One,S01E08 Julius Caesar,1950,60,7.1,15
32608,82645,tt0572589,The Equalizer,S03E21 Target of Choice,1988,45,7.5,55
99302,298625,tt0804816,Married... with Children,S07E22 'Til Death Do Us Part,1993,23,7.7,503
112535,368097,tt0905722,The Day of the Triffids,S01E01 Part One,1981,26,7.4,98
135800,748383,tt10682156,The Untamed,S01E08 Episode #1.8,2019,43,8.2,133
42054,107628,tt0598063,Hawaii Five-O,S05E17 Here Today... Gone Tonight,1973,50,7.7,131
126666,514600,tt10165124,Milo Murphy's Law,S02E18 The Mid-Afternoon Snack Club/Parks and Wreck,2019,22,7.9,69
131062,622560,tt10403062,Wheeler Dealers,S15E14 1974 Jensen Healey,2019,43,7.1,24
83683,231655,tt0723835,Timeslip,S01E09 The Time of the Ice Box: Part 3,1970,26,6.9,9
64693,174195,tt0665465,On the Buses,S03E02 The Cistern,1970,23,8.1,74
123082,435858,tt0995409,Ikki tousen,"S02E03 Dripping Blood, Shedding Tears",2007,25,5.8,17
57150,153072,tt0644025,Matlock,S09E14 The Heist,1995,120,8.3,103
107135,333384,tt0858973,Naruto,S01E15 Shikai zero no tatakai Sharingan kuzushi,2003,24,7.6,937
77000,210263,tt0702074,The Six Million Dollar Man,S01E08 Rescue of Athena One,1974,48,6.7,172
68561,186291,tt0677858,The Practice,S06E18 The Return of Joey Heric,2002,44,7.6,93
50884,138285,tt0629106,Laverne & Shirley,S03E23 The Dance Studio,1978,30,8.1,89
84046,234166,tt0726357,The Tonight Show Starring Johnny Carson,"S01E04 Barbra Streisand, Dennis Weaver, Jean Carroll, Sander Vanocur, The Mickey Roberts Trio",1962,105,8.9,55
33456,85140,tt0575137,F.C. De Kampioenen,S02E06 FC Toneel,1991,34,8.1,29
74762,204330,tt0696054,Ein Schloأں am Wأ¶rthersee,S02E03 Der Lأ¶we ist los,1991,50,5.8,12
5884,10154,tt0429625,Coming Up,S02E01 The Baader Meinhoff Gang Show,2004,24,7.3,15
110603,352424,tt0884942,The Bill,S13E75 Rent,1997,25,7.4,38
16528,35680,tt0524940,The Bill,S21E28 Dangerous Territory,2005,50,7.7,11
69477,189715,tt0681331,Queer as Folk,S02E05 ...Wherever That Dream May Lead You,2002,46,8.5,224
109403,345412,tt0875365,The King of Queens,S03E18 Papa Pill,2001,23,8.0,456
95571,281106,tt0780403,Play for Today,S12E02 London Is Drowning,1981,71,6.6,7
14324,30599,tt0519512,Batman,S02E34 The Catwoman Goeth,1966,25,7.6,329
92611,267000,tt0761327,Survivor,S01E01 The Marooning,2000,44,8.0,371
20518,45580,tt0534955,Cade's County,S01E06 Gray Wolf,1971,60,7.9,15
141049,883856,tt1097695,Bleach,S07E04 Kon Is Deceived! Rangiku on the Lookout..,2007,24,6.3,178
133456,685143,tt10543864,Kung Fu Panda: The Paws of Destiny,S01E25 Coronation of the Iron Goddess,2019,23,7.3,29
34709,87672,tt0577716,Fantasy Island,S02E12 Charlie's Cherubs/Stalag 3,1978,60,6.5,77
126291,506556,tt1014652,Yu-Gi-Oh! GX,S02E52 Future Changes,2006,20,7.9,61
23617,54641,tt0544106,Cold Squad,S07E06 Righteous,2004,43,8.2,15
129475,582153,tt1031366,Law & Order,S18E15 Bogeyman,2008,60,7.4,236
114486,378728,tt0918205,That Girl,S01E25 Leaving the Nest Is for the Birds,1967,30,7.5,52
48769,129050,tt0619686,The Kids in the Hall,S03E19 Episode #3.19,1992,24,8.1,109
123595,441383,tt1000536,Supernatural,S02E19 Folsom Prison Blues,2007,50,8.6,5817
90958,259721,tt0752368,The Young Riders,S02E19 The Noble Chase,1991,48,8.1,26
90543,258760,tt0751401,X-Men: Evolution,S03E10 X23,2003,22,7.5,196
7230,14112,tt0502694,3rd Rock from the Sun,S03E06 Moby Dick,1997,22,7.7,322
136764,774262,tt10736622,Sweet Magnolias,S01E04 Lay It All Down,2020,50,7.5,299
63397,168676,tt0659826,New York Undercover,S03E23 No Place Like Hell,1997,43,8.4,21
14317,30592,tt0519505,Batman,S02E30 The Bat's Kow Tow,1966,25,8.1,348
17991,38340,tt0527653,Blue Heelers,S02E17 Shadow Man,1995,44,7.9,17
4116,6822,tt0335999,The Metropolitan Opera Presents,S03E02 The Bartered Bride,1978,100,9.0,12
7547,15003,tt0503599,7th Heaven,S03E03 Cutters,1998,44,6.7,90
91151,262204,tt0754864,Zoey 101,S01E13 Little Beach Party,2005,22,7.9,130
21146,47236,tt0536627,The Carol Burnett Show,S05E11 Episode #5.11,1971,60,7.7,35
77799,214080,tt0705913,South Park,S07E09 Christian Rock Hard,2003,22,9.0,4215
16547,35699,tt0524959,The Bill,S21E47 Use of Protocol: Part 3,2005,50,8.3,31
15415,33432,tt0522592,The Beverly Hillbillies,S01E33 The Clampetts Get Psychoanalyzed,1963,30,8.3,109
70636,192549,tt0684181,Red Dwarf,S01E01 The End,1988,30,7.9,1273
55135,148023,tt0638949,Mad About You,S07E20 The Dirty Little Secret,1999,22,6.8,98
116822,394557,tt0940208,Detective Conan,S03E19 The Detective Boys' Disaster Case,1997,25,7.6,106
88821,255130,tt0747726,Who's the Boss?,S06E21 Couple Trouble,1990,24,7.0,69
69541,190125,tt0681743,Quincy M.E.,S06E02 A Matter of Principle,1980,60,7.4,71
89935,257445,tt0750062,Wolff's Turf,S11E07 Im Zwielicht,2003,45,8.3,9
65497,176651,tt0667991,The Outer Limits,S07E08 Think Like a Dinosaur,2001,43,7.2,200
35020,88335,tt0578387,Father Dowling Mysteries,S01E04 The Man Who Came to Dinner Mystery,1989,48,7.7,73
29221,70995,tt0560670,Dinnerladies,S02E09 Gravy,2000,28,8.4,70
54108,145885,tt0636798,The Love Boat,S02E05 Julie's Aunt/Where Is It Written?/The Big Deal,1978,60,6.3,94
17389,36878,tt0526176,The Bionic Woman,S03E04 Fembots in Las Vegas: Part 2,1977,46,8.0,122
14178,30442,tt0519355,Bat Masterson,S03E33 The Fatal Garment,1961,30,7.8,27
129031,568727,tt1028424,The Riches,S02E06 Dead Calm,2008,43,7.8,70
39463,101570,tt0591759,Grace Under Fire,S02E22 Sticks and Stones,1995,23,7.5,56
22225,50483,tt0539893,Cheers,S11E07 The Girl in the Plastic Bubble,1992,30,7.7,383
128736,561638,tt10268018,Ashes of Love,S01E42 Episode #1.42,2018,45,6.1,9
13821,29998,tt0518909,Barnaby Jones,S05E09 Renegade's Child,1976,60,7.2,66
22079,50337,tt0539747,Cheers,S08E20 Fifty-Fifty Carla,1990,30,7.4,389
71175,193758,tt0685396,The Restless Gun,S02E20 The Dead Ringer,1959,30,7.7,20
52277,140832,tt0631680,Life Goes On,S04E09 Happy Holidays,1992,60,8.1,10
117533,399747,tt0946895,WCW Monday Nitro,S01E28 Sullivan's Secret Weapons,1996,60,5.5,27
98907,297584,tt0803379,Please Sir!,S03E11 The Facts of Life,1970,25,7.9,13
37747,95926,tt0586066,The Gene Autry Show,S02E24 Six Gun Romeo,1952,30,8.0,8
28192,69410,tt0559065,Dharma & Greg,S04E05 Midwife Crisis,2000,30,7.1,109
114411,378437,tt0917901,Robotech,S01E15 Homecoming,1985,24,6.8,50
7738,15198,tt0503795,8 Simple Rules,S01E14 Career Choices,2003,19,7.2,149
144455,957083,tt1113159,Father Knows Best,S01E08 Thanksgiving Day,1954,30,6.6,62
101279,308198,tt0821274,Hogan Knows Best,S02E09 Rent-a-Guru,2006,20,5.6,14
126995,520468,tt1017764,The Girls Next Door,S03E06 Snowboarded,2007,22,5.9,24
50196,133652,tt0624428,Lancer,S01E17 Warburton's Edge,1969,60,8.7,35
123149,436164,tt0995787,Hitler's Holocaust,S01E03 Ghetto,2000,50,8.2,15
67676,184737,tt0676289,Police Story,S05E07 A Chance to Live,1978,100,8.2,54
96316,285199,tt0786152,Jackass,S01E01 Poo Cocktail,2000,21,7.5,197
28924,70509,tt0560179,A Different World,S05E17 May the Best Man Win,1992,22,7.1,40
30833,76683,tt0566468,The Drew Carey Show,S01E04 Nature Abhors a Vacuum,1995,23,7.1,139
137571,793819,tt1077982,The Slayers,S01E13 Money! Shoukin Kasegi o Buchinomese!!,1995,22,7.5,33
29474,71494,tt0561217,The Magical World of Disney,S05E07 Texas John Slaughter: Ambush in Laredo,1958,60,8.4,25
87413,251466,tt0743875,The Waltons,S03E23 The Woman,1975,50,7.8,132
27211,67555,tt0557195,The Defenders,S03E05 Conspiracy of Silence,1963,60,8.6,12
55010,147873,tt0638798,MacGyver,S06E10 The Visitor,1990,48,7.0,263
37028,93721,tt0583833,Frontier,S01E31 Hostage,1956,30,6.4,6
84681,240859,tt0733125,"Trapper John, M.D.",S01E02 Flashback,1979,60,6.9,14
27028,67143,tt0556780,Death Valley Days,S18E25 The Duke of Tombstone,1970,30,8.3,22
126813,517296,tt1017078,Mushi-Shi,S01E09 Heavy Fruit,2005,23,7.8,155
32410,81999,tt0571863,Enemy at the Door,S02E07 The Raid,1980,54,8.0,30
6667,11779,tt0500338,'Allo 'Allo!,S05E05 Otherwise Engaged,1988,24,7.7,182
87417,251504,tt0743913,Wanted: Dead or Alive,S02E24 A House Divided,1960,30,7.6,100
